,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
4154,406092234,BARTON HEALTHCARE SYSTEM HOME HEALTH,100000174,Parent Facility,2092 LAKE TAHOE BLVD,SOUTH LAKE TAHOE,96150,9,El Dorado,Open,1980-02-23,Home Health Agency/Hospice,Home Health Agency,38.914965,-120.0011734
4155,406092242,MARSHALL HOME CARE,100000180,Parent Facility,681 MAIN ST,PLACERVILLE,95667,9,El Dorado,Open,1979-04-23,Home Health Agency/Hospice,Home Health Agency,38.7300965,-120.7929069
4156,406093967,FIRST CALL HOSPICE SOUTH,550006982,Parent Facility,4993 GOLDEN FOOTHILL PKWY,EL DORADO HILLS,95762,9,El Dorado,Open,2021-10-13,Home Health Agency/Hospice,Hospice,38.6382095,-121.069117
4157,406094025,SNOWLINE HOSPICE OF EL DORADO CO. - HOSPICE,100000610,Parent Facility,6520 Pleasant Valley Rd,Diamond Springs,95619,9,El Dorado,Open,2007-06-01,Home Health Agency/Hospice,Hospice,38.6834231,-120.8342499
4158,406100011,COMMUNITY HOME CARE,040000008,Parent Facility,1630 E SHAW AVE,FRESNO,93710,10,Fresno,Open,2016-02-25,Home Health Agency/Hospice,Home Health Agency,36.8097705,-119.7569486
4159,406100020,CENTRAL VALLEY HOME HEALTH CARE INC,550008829,Parent Facility,1221 VAN NESS AVE,FRESNO,93721,10,Fresno,Open,2023-11-27,Home Health Agency/Hospice,Home Health Agency,36.7369151,-119.7918798
4160,406100021,CORNERSTONE HOME HEALTH INC,550008823,Parent Facility,4665 E HEDGES AVE,FRESNO,93703,10,Fresno,Open,2023-11-18,Home Health Agency/Hospice,Home Health Agency,36.7600228,-119.7421485
4161,406100022,GOLDEN LEAF HOME HEALTH INC,550008830,Parent Facility,1221 VAN NESS AVE,FRESNO,93721,10,Fresno,Open,2023-11-27,Home Health Agency/Hospice,Home Health Agency,36.7369151,-119.7918798
4162,406100023,BLOSSOMING HOME HEALTH CARE,550008719,Parent Facility,4045 N FRESNO ST,FRESNO,93726,10,Fresno,Open,2023-08-04,Home Health Agency/Hospice,Home Health Agency,36.7911815,-119.7818307
4163,406100024,GENTLE CARE HOMEHEALTH,550008142,Parent Facility,5100 N 6TH ST,FRESNO,93710,10,Fresno,Open,2023-09-01,Home Health Agency/Hospice,Home Health Agency,36.8110703,-119.7611646
4164,406100025,MOUNTAIN VALLEY HEALTHCARE LLC,550009041,Parent Facility,5816 E SHIELDS AVE,FRESNO,93727,10,Fresno,Open,2024-03-14,Home Health Agency/Hospice,Home Health Agency,36.7789074,-119.6908796
4165,406100026,"BLESSED HANDS HOSPICE, INC.",550007394,Parent Facility,4045 N FRESNO ST,FRESNO,93726,10,Fresno,Open,2023-12-01,Home Health Agency/Hospice,Hospice,36.7911815,-119.7818307
4166,406100027,"GRANITE RIDGE HOME HEALTH NURSING CARE, INC.",550004692,Parent Facility,1060 FULTON ST,FRESNO,93721,10,Fresno,Open,2024-04-25,Home Health Agency/Hospice,Home Health Agency,36.7349204,-119.7905983
4167,406100047,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,040000033,Parent Facility,1843 E Fir Ave,Fresno,93720,10,Fresno,Open,1983-10-18,Home Health Agency/Hospice,Home Health Agency,36.8380033,-119.7492092
4168,406100848,AVEANNA HEALTHCARE,550004224,Parent Facility,5250 N PALM AVE,FRESNO,93704,10,Fresno,Open,2018-03-13,Home Health Agency/Hospice,Home Health Agency,36.8129155,-119.8065665
4169,406100908,SAINT AGNES HOME HEALTH AND HOSPICE,040000174,Parent Facility,6729 N WILLOW AVE,FRESNO,93710,10,Fresno,Open,2010-06-05,Home Health Agency/Hospice,Home Health Agency,36.8340945,-119.7313204
4170,406101285,"SENIOR BRIDGE HOME HEALTH CARE, INC.",550004277,Parent Facility,155 E SHAW AVE,FRESNO,93710,10,Fresno,Open,2022-05-17,Home Health Agency/Hospice,Home Health Agency,36.8079939,-119.7867429
4171,406101288,ARDENT HOME HEALTH & PALLIATIVE CARE,550004263,Parent Facility,2040 N WINERY AVE,FRESNO,93703,10,Fresno,Open,2018-04-30,Home Health Agency/Hospice,Home Health Agency,36.769112,-119.7311871
4172,406101318,HOSPICE OF THE VALLEY,550004350,Parent Facility,5100 N 6 TH ST,FRESNO,93710,10,Fresno,Open,2018-08-06,Home Health Agency/Hospice,Hospice,36.8110703,-119.7611646
4173,406101598,"VALLEY REGIONAL HOSPICE, INC.",550004356,Parent Facility,6311 N Fresno St,Fresno,93710,10,Fresno,Open,2019-02-26,Home Health Agency/Hospice,Hospice,36.8286443,-119.7818465
4174,406101701,FRESNO HOSPICE,550006777,Parent Facility,6435 N PALM AVE,FRESNO,93704,10,Fresno,Open,2021-09-07,Home Health Agency/Hospice,Hospice,36.8303057,-119.8093409
4175,406101756,ATHENA HOSPICE,550004734,Parent Facility,7636 N Ingram Ave,Fresno,93711,10,Fresno,Open,2019-06-04,Home Health Agency/Hospice,Hospice,36.8491229,-119.8014976
4176,406101799,"COMPASSIONATE CARE HOSPICE CENTRAL CALIFORNIA, LLC",550004768,Parent Facility,7545 N DEL MAR AVE,FRESNO,93711,10,Fresno,Open,2019-07-02,Home Health Agency/Hospice,Hospice,36.8467014,-119.7963491
4177,406101927,"LENITY HOSPICE, LLC",550004951,Parent Facility,4920 E YALE AVE,FRESNO,93727,10,Fresno,Open,2021-12-02,Home Health Agency/Hospice,Hospice,36.7698869,-119.729958
4178,406102100,"A PLUS HOME HEALTH, INC.",550005178,Parent Facility,3455 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2019-12-18,Home Health Agency/Hospice,Home Health Agency,36.8053918,-119.8549049
4179,406102417,HEAL HOME HEALTH INC.,550005295,Parent Facility,1041 E Shields Ave,Fresno,93704,10,Fresno,Open,2020-01-07,Home Health Agency/Hospice,Home Health Agency,36.7797638,-119.7976722
4180,406102519,ATHENA HOME HEALTH CARE,550005496,Parent Facility,7636 N INGRAM AVE,FRESNO,93711,10,Fresno,Open,2020-05-15,Home Health Agency/Hospice,Home Health Agency,36.8491229,-119.8014976
4181,406102686,DIGNITY HOME HEALTH CARE,550005618,Parent Facility,1589 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2020-07-16,Home Health Agency/Hospice,Home Health Agency,36.8080464,-119.8215134
4182,406102939,"ANGE'S BEST HOSPICE CARE, INC.",550005788,Parent Facility,5070 N 6th St,Fresno,93710,10,Fresno,Open,2020-10-15,Home Health Agency/Hospice,Hospice,36.810328,-119.7615894
4183,406102992,"GOLDEN BIRD HOME HEALTH CARE, INC",550005865,Parent Facility,464 N ROGERS AVE,COLVIS,93611,10,Fresno,Open,2020-11-25,Home Health Agency/Hospice,Home Health Agency,36.8396045,-119.7026715
4184,406103111,WELLPOINTE HOME HEALTH,550005977,Parent Facility,7086 N MAPLE AVE,FRESNO,93720,10,Fresno,Open,2021-09-15,Home Health Agency/Hospice,Home Health Agency,36.8390027,-119.7442868
4185,406103154,BLOSSOM HOME HEALTH,550006188,Parent Facility,1500 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2021-04-12,Home Health Agency/Hospice,Home Health Agency,36.8086556,-119.8203093
4186,406103312,BRIDGE HOSPICE,550007159,Parent Facility,155 E Shaw Ave,Fresno,93710,10,Fresno,Open,2021-11-08,Home Health Agency/Hospice,Hospice,36.8080183,-119.7868962
4187,406103346,FOUR CORNERS HEALTH LLC,550007102,Parent Facility,1310 E OLIVE AVE,FRESNO,93728,10,Fresno,Open,2021-10-11,Home Health Agency/Hospice,Home Health Agency,36.7575344,-119.7953006
4188,406104009,INHOME HEALTHCARE SERVICES - PARENT,040000006,Parent Facility,5105 E. DAKOTA AVE,FRESNO,93727,10,Fresno,Open,2018-04-04,Home Health Agency/Hospice,Home Health Agency,36.7874117,-119.7229627
4189,406104020,"MAXIM HEALTHCARE SERVICES, INC.",040000267,Parent Facility,6051 N Fresno St,Fresno,93710,10,Fresno,Open,2015-10-09,Home Health Agency/Hospice,Home Health Agency,36.8239068,-119.782819
4190,406104079,VALLEY CHILDREN'S HOME HEALTH,040000416,Parent Facility,5085 E MCKINLEY AVE,FRESNO,93727,10,Fresno,Open,2018-06-18,Home Health Agency/Hospice,Home Health Agency,36.7657026,-119.7242946
4191,406104084,FOCUS HEALTH,040000426,Parent Facility,377 W FALLBROOK AVE,FRESNO,93711,10,Fresno,Open,2012-12-12,Home Health Agency/Hospice,Home Health Agency,36.8489295,-119.799028
4192,406104087,HINDS HOSPICE - FRESNO,100000749,Parent Facility,2490 W SHAW AVE,FRESNO,93711,10,Fresno,Open,1996-02-22,Home Health Agency/Hospice,Hospice,36.8089279,-119.8371242
4193,406104484,KURE HOME HEALTH,550005863,Parent Facility,1050 SHAW AVE,CLOVIS,93612,10,Fresno,Open,2021-05-02,Home Health Agency/Hospice,Home Health Agency,36.8078121,-119.6927828
4194,406104749,"SEQUOIA HOSPICE, INC",550006028,Parent Facility,55 SHAW AVE,CLOVIS,93612,10,Fresno,Open,2021-01-27,Home Health Agency/Hospice,Hospice,36.8098507,-119.7085016
4195,406105030,"ST. MARY'S HOME HEALTH SERVICES, INC.",040000544,Parent Facility,3180 E SHIELDS AVE,FRESNO,93726,10,Fresno,Open,2009-07-01,Home Health Agency/Hospice,Home Health Agency,36.7792094,-119.7708106
4196,406105052,AVANCE HOME HEALTH INC.,040000412,Parent Facility,1350 O ST,FRESNO,93721,10,Fresno,Open,2006-12-04,Home Health Agency/Hospice,Home Health Agency,36.7415385,-119.7888796
4197,406105055,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC",040000541,Parent Facility,7545 N DEL MAR AVE,FRESNO,93711,10,Fresno,Open,2007-04-16,Home Health Agency/Hospice,Home Health Agency,36.8467014,-119.7963491
4198,406105059,ASERACARE HOSPICE - FRESNO,550000603,Parent Facility,545 E ALLUVIAL AVE,FRESNO,93720,10,Fresno,Open,2021-11-05,Home Health Agency/Hospice,Hospice,36.8443133,-119.7761675
4199,406105062,OPTIMAL HOSPICE CARE - FRESNO - PARENT,100000782,Parent Facility,2787 W BULLARD AVE,FRESNO,93711,10,Fresno,Open,2010-09-28,Home Health Agency/Hospice,Hospice,36.8223617,-119.8438852
4200,406105066,HEALTHCARE CALIFORNIA - PARENT,550000020,Parent Facility,6327 N Fresno St,Fresno,93710,10,Fresno,Open,2020-07-09,Home Health Agency/Hospice,Home Health Agency,36.8287582,-119.7832487
4201,406105071,BRIGHT HORIZON HOSPICE SERVICES,550001162,Parent Facility,3649 W BEECHWOOD AVE,FRESNO,93711,10,Fresno,Open,2017-11-26,Home Health Agency/Hospice,Hospice,36.8375932,-119.8590101
4202,406105074,"HEALTHPOINT HOME HEALTH, INC",550001306,Parent Facility,2137 HERNDON AVE,CLOVIS,93611,10,Fresno,Open,2020-11-04,Home Health Agency/Hospice,Home Health Agency,36.838714,-119.6766698
4203,406105077,VALLEY HOME HEALTH,550001358,Parent Facility,2511 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2016-05-12,Home Health Agency/Hospice,Home Health Agency,36.8063619,-119.8368888
4204,406105082,"FRESNO YOSEMITE HEALTH CARE, INC.",550001653,Parent Facility,3100 WILLOW AVE,CLOVIS,93612,10,Fresno,Open,2020-11-16,Home Health Agency/Hospice,Home Health Agency,36.7957409,-119.7286293
4205,406105084,THERAPEUTIC HOME HEALTHCARE,550001755,Parent Facility,2440 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2023-11-02,Home Health Agency/Hospice,Home Health Agency,36.8088617,-119.836264
4206,406105085,"SEQUOIA HOME HEALTH, INC.",550001622,Parent Facility,55 SHAW AVE,CLOVIS,93612,10,Fresno,Open,2021-11-15,Home Health Agency/Hospice,Home Health Agency,36.809833,-119.7085152
4207,406105087,SAN LORENZO HOME HEALTH,550001857,Parent Facility,4021 N FRESNO ST,FRESNO,93726,10,Fresno,Open,2012-03-07,Home Health Agency/Hospice,Home Health Agency,36.7906041,-119.7827209
4208,406105096,"OPTUM WOMEN'S AND CHILDREN'S HEALTH, LLC",220000459,Parent Facility,7067 N MARIPOSA ST,FRESNO,93720,10,Fresno,Open,2019-03-08,Home Health Agency/Hospice,Home Health Agency,36.8389301,-119.7796317
4209,406105097,PASSOVER HOSPICE,550007608,Parent Facility,1312 E OLIVE AVE,FRESNO,93728,10,Fresno,Open,2021-12-21,Home Health Agency/Hospice,Hospice,36.7574659,-119.7952904
4210,406105098,"HEALTHY LIVING AT HOME - FRESNO, LLC",550002343,Parent Facility,1322 E SHAW AVE,FRESNO,93710,10,Fresno,Open,2022-07-02,Home Health Agency/Hospice,Home Health Agency,36.8103471,-119.7643979
4211,406105105,"VALLEY REGIONAL HOME HEALTH, INC.",550002633,Parent Facility,6311 N. FRESNO ST.,FRESNO,93710,10,Fresno,Open,2018-12-19,Home Health Agency/Hospice,Home Health Agency,36.828664,-119.7820032
4212,406105107,"ST. MARY'S HOSPICE SERVICES, INC.",550002711,Parent Facility,3180 E SHIELDS AVE,FRESNO,93726,10,Fresno,Open,2014-06-06,Home Health Agency/Hospice,Hospice,36.7792094,-119.7708106
4213,406105110,"MIJI CARE OF FRESNO, INC.",550002697,Parent Facility,3433 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2022-06-03,Home Health Agency/Hospice,Home Health Agency,36.8062553,-119.8541369
4214,406105114,ARDENT HOSPICE & PALLIATIVE CARE OF FRESNO,550002795,Parent Facility,2040 N WINERY AVE,FRESNO,93703,10,Fresno,Open,2016-02-01,Home Health Agency/Hospice,Hospice,36.769112,-119.7311871
4215,406105123,"HORIZON HOME CARE, LLC",550003100,Parent Facility,255 W FALLBROOK AVE,FRESNO,93711,10,Fresno,Open,2019-03-05,Home Health Agency/Hospice,Home Health Agency,36.8491578,-119.7962063
4216,406105124,"OMNIA HEALTHCARE, LLC",550003082,Parent Facility,105 BULLARD AVE,CLOVIS,93612,10,Fresno,Open,2019-07-23,Home Health Agency/Hospice,Home Health Agency,36.8232633,-119.7081594
4217,406105130,"OYUNA HOSPICE, INC",550003193,Parent Facility,5067 N MARIPOSA ST,FRESNO,93710,10,Fresno,Open,2018-05-18,Home Health Agency/Hospice,Hospice,36.8097046,-119.7794719
4218,406105131,VIDA CARE HOME HEALTH,550003251,Parent Facility,5100 N 6TH ST,FRESNO,93710,10,Fresno,Open,2015-10-07,Home Health Agency/Hospice,Home Health Agency,36.8110703,-119.7611646
4219,406105136,GUARDIAN ANGEL HOME CARE OF FRESNO LLC,550003650,Parent Facility,1100 W SHAW AVE,FRESNO,93711,10,Fresno,Open,2018-11-15,Home Health Agency/Hospice,Home Health Agency,36.8087888,-119.8114374
4220,406105137,PRO HOME HEALTH,550003760,Parent Facility,5100 N 6TH ST,FRESNO,93710,10,Fresno,Open,2023-06-16,Home Health Agency/Hospice,Home Health Agency,36.8110703,-119.7611646
4221,406105142,CALIFORNIA HOME HEALTH,550003991,Parent Facility,6081 N 1ST ST,FRESNO,93710,10,Fresno,Open,2021-09-22,Home Health Agency/Hospice,Home Health Agency,36.8250026,-119.7748855
4222,406105339,1ST CHOICE HOME HEALTHCARE,550007893,Parent Facility,1318 E SHAW AVE,FRESNO,93710,10,Fresno,Open,2022-03-07,Home Health Agency/Hospice,Home Health Agency,36.8102718,-119.7648164
4223,406105488,"FRESNO COMMUNITY HOME HEALTH CARE, INC.",550007418,Parent Facility,5070 N 6TH ST,FRESNO,93710,10,Fresno,Open,2021-12-09,Home Health Agency/Hospice,Home Health Agency,36.810328,-119.7615894
4224,406106607,ANGELS CARE HOME HEALTH AGENCY,550008550,Parent Facility,125 E BARSTOW AVE,FRESNO,93710,10,Fresno,Open,2023-05-24,Home Health Agency/Hospice,Home Health Agency,36.8155436,-119.7871642
4225,406121036,PROVIDENCE HOME HEALTH HUMBOLDT,010000057,Parent Facility,2127 Harrison Ave,Eureka,95501,12,Humboldt,Open,2014-11-01,Home Health Agency/Hospice,Home Health Agency,40.7880215,-124.1394223
4226,406122313,MAD RIVER COMMUNITY HOSPITAL HOME CARE SERVICE,010000166,Parent Facility,4605 VALLEY WEST BLVD,ARCATA,95521,12,Humboldt,Open,1983-04-28,Home Health Agency/Hospice,Home Health Agency,40.9002583,-124.0836519
4227,406124008,"HOSPICE OF HUMBOLDT, INC.",100000737,Parent Facility,3327 TIMBER FALL COURT,EUREKA,95503,12,Humboldt,Open,2015-09-12,Home Health Agency/Hospice,Hospice,40.7779808,-124.1340202
4228,406124022,ARCADIA HOME HEALTH SERVICE - BRANCH,980000525,Branch,351 E FOOTHILL BLVD.,ARCADIA,91006,19,Los Angeles,Open,1994-10-01,Home Health Agency/Hospice,Home Health Agency,34.1513847,-118.0209374
4229,406134004,UNI CARE HOME CARE INC,080000454,Parent Facility,1594 S IMPERIAL AVE,EL CENTRO,92243,13,Imperial,Open,2021-12-15,Home Health Agency/Hospice,Home Health Agency,32.779659,-115.5702622
4230,406134007,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",080000479,Parent Facility,2344 S 2ND ST,EL CENTRO,92243,13,Imperial,Open,1994-07-28,Home Health Agency/Hospice,Home Health Agency,32.7719776,-115.5463326
4231,406134015,HOSPICE OF IMPERIAL VALLEY,080000570,Parent Facility,137 S 8th St,El Centro,92243,13,Imperial,Open,2014-12-05,Home Health Agency/Hospice,Hospice,32.7922185,-115.5610539
4232,406134021,GENTIVA HEALTH SERVICES,080000283,Parent Facility,1503 N Imperial Ave,El Centro,92243,13,Imperial,Open,2005-07-01,Home Health Agency/Hospice,Home Health Agency,32.8068345,-115.5691361
4233,406134025,N YOUR HOME HEALTH CARE,550001205,Parent Facility,515 W MAIN ST,EL CENTRO,92243,13,Imperial,Open,2010-01-21,Home Health Agency/Hospice,Home Health Agency,32.7925329,-115.5552135
4234,406134029,ARIA HOSPICE LLC,550002567,Parent Facility,229 S 8TH ST,EL CENTRO,92243,13,Imperial,Open,2016-08-10,Home Health Agency/Hospice,Hospice,32.7910139,-115.5610613
4235,406134034,"ACCENTCARE HOSPICE OF CALIFORNIA, INC.",550003173,Parent Facility,2344 S 2ND ST,EL CENTRO,92243,13,Imperial,Open,2015-07-23,Home Health Agency/Hospice,Hospice,32.7719776,-115.5463326
4236,406144002,PIONEER HOME HEALTH CARE,240000403,Parent Facility,363 ACADEMY ST.,BISHOP,93514,14,Inyo,Open,2017-09-14,Home Health Agency/Hospice,Home Health Agency,37.3633966,-118.3978513
4237,406144007,HOSPICE OF THE OWENS VALLEY,550003343,Parent Facility,363 ACADEMY ST,BISHOP,93514,14,Inyo,Open,2017-10-15,Home Health Agency/Hospice,Hospice,37.363385,-118.3978485
4238,406150020,"FAST RESPONSE HOME HEALTH CARE, INC.",550008834,Parent Facility,16218 MIL POTRERO HWY,PINE MOUNTAIN CLUB,93222,15,Kern,Open,2023-12-07,Home Health Agency/Hospice,Home Health Agency,34.8508947,-119.1658208
4239,406150021,"OPTION ONE HOME HEALTH CARE, INC.",550008835,Parent Facility,16218 MIL POTRERO HWY,PINE MOUNTAIN CLUB,93222,15,Kern,Open,2023-12-07,Home Health Agency/Hospice,Home Health Agency,34.8508947,-119.1658208
4240,406150022,PREMIER HOSPICE CARE INC,550008936,Parent Facility,4540 CALIFORNIA AVE,BAKERSFIELD,93309,15,Kern,Open,2024-02-05,Home Health Agency/Hospice,Hospice,35.3674372,-119.0532759
4241,406150023,"SUNCREST HOME HEALTH CARE, INC.",550008932,Parent Facility,16218 MIL POTRERO HWY,PINE MOUNTAIN CLUB,93222,15,Kern,Open,2023-12-18,Home Health Agency/Hospice,Home Health Agency,34.8508947,-119.1658208
4242,406150024,"GOODLAND HOME HEALTH CARE, INC",550008951,Parent Facility,9711 MAIN ST,LAMONT,93241,15,Kern,Open,2024-02-15,Home Health Agency/Hospice,Home Health Agency,35.2661418,-118.9139798
4243,406150268,UNITED HOME HEALTH CARE LLC,550004116,Parent Facility,1717 30TH ST,BAKERSFIELD,93301,15,Kern,Open,2018-01-01,Home Health Agency/Hospice,Home Health Agency,35.386394,-119.0219557
4244,406151382,"COACH NURSING, INC.",550004347,Parent Facility,930 TRUXTUN AVE,BAKERSFIELD,93301,15,Kern,Open,2022-08-20,Home Health Agency/Hospice,Home Health Agency,35.373642,-119.0127586
4245,406151530,"PRO NURSING HOME CARE, INC.",550004468,Parent Facility,2201 MT VERNON AVE,BAKERSFIELD,93306,15,Kern,Open,2019-06-01,Home Health Agency/Hospice,Home Health Agency,35.3878072,-118.9669896
4246,406151623,"ARDENT HOSPICE & PALLIATIVE CARE OF THE VALLEY, INC.",550004430,Parent Facility,601 High St,Delano,93215,15,Kern,Open,2020-10-11,Home Health Agency/Hospice,Hospice,35.7637794,-119.2457701
4247,406151924,AMERICAN COMPASSIONATE HOSPICE CARE INC,550004943,Parent Facility,5531 BUSINESS PARK S,BAKERSFIELD,93309,15,Kern,Open,2021-09-13,Home Health Agency/Hospice,Hospice,35.3573722,-119.0597207
4248,406151947,AASTA HOSPICE,550004998,Parent Facility,2920 F ST,BAKERSFIELD,93301,15,Kern,Open,2021-09-24,Home Health Agency/Hospice,Hospice,35.3859917,-119.0228919
4249,406151948,REGAL HOME HEALTH CARE LLC,550004928,Parent Facility,26 BERNARD ST,BAKERSFIELD,93305,15,Kern,Open,2022-09-10,Home Health Agency/Hospice,Home Health Agency,35.3905504,-119.0011999
4250,406152228,LENUS CARE LLC,550005223,Parent Facility,1707 EYE ST,BAKERSFIELD,93301,15,Kern,Open,2020-01-09,Home Health Agency/Hospice,Hospice,35.3745989,-119.0207155
4251,406152229,LENITY HOME CARE LLC,550004813,Parent Facility,315 W OAK AVE,VISALIA,93291,54,Tulare,Open,2022-02-23,Home Health Agency/Hospice,Home Health Agency,36.3317661,-119.2952206
4252,406153009,"CIRCLE OF FRIENDS PALLIATIVE CARE, INC",550003641,Parent Facility,5500 MING AVE,BAKERSFIELD,93309,15,Kern,Open,2024-05-28,Home Health Agency/Hospice,Hospice,35.3378901,-119.0636766
4253,406153109,"MEDBIRDS, INC",550006033,Parent Facility,1601 New Stine Rd,Bakersfield,93309,15,Kern,Open,2021-08-09,Home Health Agency/Hospice,Home Health Agency,35.3405246,-119.0617402
4254,406153124,SOLACE HOME HEALTH CARE,550006121,Parent Facility,1701 WESTWIND DR,BAKERSFIELD,93301,15,Kern,Open,2021-03-11,Home Health Agency/Hospice,Home Health Agency,35.3741843,-119.0435605
4255,406153311,BRIDGE HOSPICE,550007181,Parent Facility,4900 California Ave,Bakersfield,93309,15,Kern,Open,2021-11-11,Home Health Agency/Hospice,Hospice,35.3653436,-119.0562661
4256,406153535,SOLACE HOSPICE CARE,550006542,Parent Facility,1701 WESTWIND DR,BAKERSFIELD,93301,15,Kern,Open,2021-07-19,Home Health Agency/Hospice,Hospice,35.3741843,-119.0435605
4257,406153835,DIVINITY HOSPICE,550004004,Parent Facility,2130 Chester Ave,Bakersfield,93301,15,Kern,Open,2021-10-28,Home Health Agency/Hospice,Hospice,35.3788823,-119.0183182
4258,406153911,"AHPC BAKERSFIELD, INC.",550007040,Parent Facility,4900 California Ave,Bakersfield,93309,15,Kern,Open,2021-10-12,Home Health Agency/Hospice,Hospice,35.3653436,-119.0562661
4259,406153993,"MERCY HOSPICE, INC.",550007084,Parent Facility,1527 19TH ST,BAKERSFIELD,93301,15,Kern,Open,2023-10-09,Home Health Agency/Hospice,Hospice,35.3760103,-119.0199107
4260,406154024,ADVENTIST HEALTH HOME CARE SERVICES,120000251,Parent Facility,5500 MING AVE,BAKERSFIELD,93309,15,Kern,Open,2024-06-17,Home Health Agency/Hospice,Home Health Agency,35.3378901,-119.0636766
4261,406154045,OPTIMAL HOME HEALTH - PARENT,120000345,Parent Facility,1227 CHESTER AVE,BAKERSFIELD,93301,15,Kern,Open,2020-07-01,Home Health Agency/Hospice,Home Health Agency,35.3692035,-119.0191977
4262,406154061,INTERIM HEALTHCARE,120000387,Parent Facility,4801 Truxtun Ave,Bakersfield,93309,15,Kern,Open,1994-03-03,Home Health Agency/Hospice,Home Health Agency,35.3712668,-119.0554084
4263,406154099,GENTIVA,070000582,Parent Facility,5001 E COMMERCENTER DR,BAKERSFIELD,93309,15,Kern,Open,2009-08-31,Home Health Agency/Hospice,Hospice,35.3618234,-119.0575322
4264,406154120,"MAXIM HEALTHCARE SERVICES, INC.",120000662,Parent Facility,5201 CALIFORNIA AVE,BAKERSFIELD,93309,15,Kern,Open,2017-03-23,Home Health Agency/Hospice,Home Health Agency,35.3592066,-119.0602321
4265,406154124,"AMERICAN HEALTH ASSOCIATES, INC.",120000667,Parent Facility,930 OAK ST,BAKERSFIELD,93304,15,Kern,Open,2003-12-16,Home Health Agency/Hospice,Home Health Agency,35.3664762,-119.0384414
4266,406154134,GIFTED ARMS HOME HEALTHCARE SERVICES,550000057,Parent Facility,1400 Easton Dr,Bakersfield,93309,15,Kern,Open,2019-03-08,Home Health Agency/Hospice,Home Health Agency,35.3699973,-119.044879
4267,406154144,OPTIMAL HOSPICE CARE - BAKERSFIELD - PARENT,070000581,Parent Facility,1675 Chester Ave,Bakersfield,93301,15,Kern,Open,2012-04-16,Home Health Agency/Hospice,Hospice,35.373983,-119.0191531
4268,406154145,HOFFMANN HOSPICE,070000578,Parent Facility,4325 BUENA VISTA RD,BAKERSFIELD,93311,15,Kern,Open,2021-11-20,Home Health Agency/Hospice,Hospice,35.3152868,-119.1289293
4269,406154148,TRADITIONS HEALTH,550000707,Parent Facility,5500 MING AVE,BAKERSFIELD,93309,15,Kern,Open,2016-08-29,Home Health Agency/Hospice,Hospice,35.3378901,-119.0636766
4270,406154149,AROUND THE CLOCK HOME CARE,120000480,Parent Facility,5251 OFFICE PARK DR,BAKERSFIELD,93309,15,Kern,Open,2008-03-10,Home Health Agency/Hospice,Home Health Agency,35.3653936,-119.0602661
4271,406154150,"DEPENDABLE HOME HEALTH, INC.",550000694,Parent Facility,16922 Airport Blvd,Mojave,93501,15,Kern,Open,2013-04-03,Home Health Agency/Hospice,Home Health Agency,35.0532016,-118.1573875
4272,406154151,MERCY - MEMORIAL HOME HEALTH,120000192,Parent Facility,1600 D St,Bakersfield,93301,15,Kern,Open,2008-02-25,Home Health Agency/Hospice,Home Health Agency,35.3727052,-119.025663
4273,406154152,BRISTOL HOSPICE - LAKE ISABEL,070000581,Branch,6504 LAKE ISABELLA BLVD,LAKE ISABELLA,93240,15,Kern,Open,2008-08-18,Home Health Agency/Hospice,Hospice,35.6303709,-118.4723906
4274,406154162,OPTION CARE,550001631,Parent Facility,5800 DISTRICT BLVD,BAKERSFIELD,93313,15,Kern,Open,2012-03-26,Home Health Agency/Hospice,Home Health Agency,35.3136749,-119.066746
4275,406154171,"BAKERSFIELD COMMUNITY HOSPICE, INC",550002126,Parent Facility,1811 Oak St,Bakersfield,93301,15,Kern,Open,2021-04-22,Home Health Agency/Hospice,Hospice,35.3758286,-119.0390125
4276,406154175,"PURPOSE DRIVEN HOME HEALTH, LLC",550002281,Parent Facility,11901 BOLTHOUSE DR,BAKERSFIELD,93311,15,Kern,Open,2023-10-09,Home Health Agency/Hospice,Home Health Agency,35.312534,-119.135078
4277,406154176,"LIGHTHOUSE HOME HEALTH CARE, INC.",550002282,Parent Facility,5500 MING AVE,BAKERSFIELD,93309,15,Kern,Open,2019-04-02,Home Health Agency/Hospice,Home Health Agency,35.3377934,-119.0637207
4278,406154183,"ARARAT HOSPICE CARE, INC",550002821,Parent Facility,1601 New Stine Rd,Bakersfield,93309,15,Kern,Open,2014-07-01,Home Health Agency/Hospice,Hospice,35.3405246,-119.0617402
